@relation 'Suite_en_la_energy_pas-weka.filters.unsupervised.attribute.Remove-R33-39,41-45'

@attribute onset_b numeric
@attribute dur_b numeric
@attribute string numeric
@attribute pitch numeric
@attribute vel numeric
@attribute onset_s numeric
@attribute dur_s numeric
@attribute measure numeric
@attribute pre_dur_b numeric
@attribute pre_dur_s numeric
@attribute nxt_dur_b numeric
@attribute nxt_dur_s numeric
@attribute pre_ionset_s numeric
@attribute nxt_ionset_s numeric
@attribute onset_b_mod numeric
@attribute pitch_mod numeric
@attribute n_simult numeric
@attribute prev_int numeric
@attribute next_int numeric
@attribute keyFifths numeric
@attribute note2key numeric
@attribute chord {Am}
@attribute chord_id numeric
@attribute chord_type {m}
@attribute note2chord numeric
@attribute isChordN {n}
@attribute mtr {s,ss,w,ww}
@attribute nar1 {P,R,D,ID,IP,VP,IR,VR,SA,SB,NA}
@attribute nar2 {P,R,D,ID,IP,VP,IR,VR,SA,SB,NA}
@attribute nar3 {P,R,D,ID,IP,VP,IR,VR,SA,SB,NA}
@attribute tempo numeric
@attribute phrase {f,i,m}
@attribute energy_rat numeric

@data
7.666667,0.33125,2,55,80,3.833333,0.165625,2,0.33125,0.220833,0.33125,0.220833,-0.166667,0.166667,3.666667,7,1,-2,2,0,7,Am,9,m,2,n,ww,P,P,P,90,m,0.943853
8,0.33125,6,57,80,4,0.165625,2,0.33125,0.220833,0.33125,0.220833,-0.166667,0.166667,4,9,1,-2,2,0,9,Am,9,m,0,n,ww,P,P,P,90,m,0.956353
8.333333,0.33125,7,59,80,4.166667,0.165625,3,0.33125,0.220833,0.33125,0.220833,-0.166667,0.166667,0.333333,11,1,-2,1,0,11,Am,9,m,2,n,ww,P,P,P,90,m,0.881353
8.666667,0.33125,3,60,80,4.333333,0.165625,3,0.33125,0.220833,0.33125,0.220833,-0.166667,0.166667,0.666667,0,1,-1,2,0,0,Am,9,m,9,n,ww,P,P,IP,90,m,0.893853
9,0.33125,3,62,80,4.5,0.165625,3,0.33125,0.220833,0.33125,0.220833,-0.166667,0.166667,1,2,0,-2,2,0,2,Am,9,m,7,n,ww,P,IP,P,90,m,0.881353
9.333333,0.33125,3,64,80,4.666667,0.165625,3,0.33125,0.220833,0.33125,0.220833,-0.166667,0.166667,1.333333,4,0,-2,1,0,4,Am,9,m,5,n,ww,IP,P,P,90,m,0.881353
9.666667,0.33125,3,65,80,4.833333,0.165625,3,0.33125,0.220833,0.33125,0.220833,-0.166667,0.166667,1.666667,5,0,-1,-1,0,5,Am,9,m,4,n,ww,P,P,P,90,m,0.881353
10,0.33125,6,64,80,5,0.165625,3,0.33125,0.220833,0.33125,0.220833,-0.166667,0.166667,2,4,0,1,-2,0,4,Am,9,m,5,n,s,P,P,IP,90,m,0.881353
10.333333,0.33125,2,62,80,5.166667,0.165625,3,0.33125,0.220833,0.33125,0.220833,-0.166667,0.166667,2.333333,2,0,2,-2,0,2,Am,9,m,7,n,ww,P,IP,P,90,m,0.881353
10.666667,0.33125,3,60,80,5.333333,0.165625,3,0.33125,0.220833,0.33125,0.220833,-0.166667,0.166667,2.666667,0,0,2,-1,0,0,Am,9,m,9,n,ww,IP,P,P,90,m,0.881353
11,0.33125,6,59,80,5.5,0.165625,3,0.33125,0.220833,0.33125,0.220833,-0.166667,0.166667,3,11,0,1,1,0,11,Am,9,m,2,n,ww,P,P,IP,90,m,0.931353
11.333333,0.33125,5,60,80,5.666667,0.165625,3,0.33125,0.220833,0.33125,0.220833,-0.166667,0.166667,3.333333,0,0,-1,2,0,0,Am,9,m,9,n,ww,P,IP,P,90,m,0.931353
11.666667,0.33125,3,62,80,5.833333,0.165625,3,0.33125,0.220833,0.497917,0.331944,-0.166667,0.166667,3.666667,2,0,-2,2,0,2,Am,9,m,7,n,ww,IP,P,P,90,m,0.931353
12,0.497917,7,64,80,6,0.248958,4,0.33125,0.220833,0.164583,0.109722,-0.166667,0.25,0,4,0,-2,-2,0,4,Am,9,m,5,n,ww,P,P,VP,90,m,0.931353
12.5,0.164583,4,62,80,6.25,0.082292,4,0.497917,0.331944,0.164583,0.109722,-0.25,0.083333,0.5,2,0,2,-1,0,2,Am,9,m,7,n,ww,P,VP,R,90,m,0.956353
12.666667,0.164583,3,61,80,6.333333,0.082292,4,0.164583,0.109722,0.164583,0.109722,-0.083333,0.083333,0.666667,1,0,1,-2,0,1,Am,9,m,8,n,ww,VP,R,VP,90,m,0.956353
12.833333,0.164583,4,59,80,6.416667,0.082292,4,0.164583,0.109722,0.33125,0.220833,-0.083333,0.083333,0.833333,11,0,2,-7,0,11,Am,9,m,2,n,ww,R,VP,VR,90,m,0.956353
13,0.33125,7,52,80,6.5,0.165625,4,0.164583,0.109722,0.33125,0.220833,-0.083333,0,1,4,0,7,3,0,4,Am,9,m,5,n,ww,VP,VR,VR,90,m,0.981353
13,0.33125,3,55,80,6.5,0.165625,4,0.33125,0.220833,0.33125,0.220833,0,0,1,7,0,-3,6,0,7,Am,9,m,2,n,ww,VR,VR,IR,90,m,1.006353
13,0.33125,4,61,80,6.5,0.165625,4,0.33125,0.220833,2.997917,1.998611,0,0,1,1,0,-6,-16,0,1,Am,9,m,8,n,ww,VR,IR,P,90,m,1.143853
13,2.997917,3,45,80,6.5,1.498958,4,0.33125,0.220833,0.33125,0.220833,0,0.166667,1,9,5,16,10,0,9,Am,9,m,0,n,ww,IR,P,P,90,f,0.918853
13.333333,0.33125,6,55,80,6.666667,0.165625,4,2.997917,1.998611,0.33125,0.220833,-0.166667,0.166667,1.333333,7,1,-10,2,0,7,Am,9,m,2,n,ww,P,P,P,90,i,1.068853
13.666667,0.33125,6,57,80,6.833333,0.165625,4,0.33125,0.220833,0.33125,0.220833,-0.166667,0.166667,1.666667,9,1,-2,2,0,9,Am,9,m,0,n,ww,P,P,P,90,m,1.068853
14,0.33125,3,59,80,7,0.165625,4,0.33125,0.220833,0.33125,0.220833,-0.166667,0.166667,2,11,1,-2,2,0,11,Am,9,m,2,n,ww,P,P,P,90,m,1.068853
14.333333,0.33125,4,61,80,7.166667,0.165625,4,0.33125,0.220833,0.33125,0.220833,-0.166667,0.166667,2.333333,1,1,-2,1,0,1,Am,9,m,8,n,ww,P,P,P,90,m,1.068853
14.666667,0.33125,2,62,80,7.333333,0.165625,4,0.33125,0.220833,0.33125,0.220833,-0.166667,0.166667,2.666667,2,1,-1,2,0,2,Am,9,m,7,n,ww,P,P,IP,90,m,0.893853
15,0.33125,2,64,80,7.5,0.165625,4,0.33125,0.220833,0.33125,0.220833,-0.166667,0.166667,3,4,0,-2,1,0,4,Am,9,m,5,n,ww,P,IP,P,90,m,0.956353
15.333333,0.33125,2,65,80,7.666667,0.165625,4,0.33125,0.220833,0.33125,0.220833,-0.166667,0.166667,3.333333,5,0,-1,2,0,5,Am,9,m,4,n,ww,IP,P,P,90,m,0.931353
15.666667,0.33125,3,67,80,7.833333,0.165625,4,0.33125,0.220833,0.33125,0.220833,-0.166667,0.166667,3.666667,7,0,-2,-2,0,7,Am,9,m,2,n,ww,P,P,P,90,m,0.943853
16,0.33125,4,65,80,8,0.165625,5,0.33125,0.220833,0.33125,0.220833,-0.166667,0.166667,0,5,0,2,-1,0,5,Am,9,m,4,n,ww,P,P,IP,90,m,0.993853
16.333333,0.33125,2,64,80,8.166667,0.165625,5,0.33125,0.220833,0.33125,0.220833,-0.166667,0.166667,0.333333,4,0,1,-2,0,4,Am,9,m,5,n,ww,P,IP,P,90,m,0.918853
16.666667,0.33125,2,62,80,8.333333,0.165625,5,0.33125,0.220833,0.33125,0.220833,-0.166667,0.166667,0.666667,2,0,2,-1,0,2,Am,9,m,7,n,ww,IP,P,P,90,m,1.068853
17,0.33125,3,61,80,8.5,0.165625,5,0.33125,0.220833,0.33125,0.220833,-0.166667,0.166667,1,1,0,1,1,0,1,Am,9,m,8,n,ww,P,P,IP,90,m,0.931353
17.333333,0.33125,3,62,80,8.666667,0.165625,5,0.33125,0.220833,0.33125,0.220833,-0.166667,0.166667,1.333333,2,0,-1,2,0,2,Am,9,m,7,n,ww,P,IP,P,90,m,0.943853
17.666667,0.33125,6,64,80,8.833333,0.165625,5,0.33125,0.220833,0.497917,0.331944,-0.166667,0.166667,1.666667,4,0,-2,1,0,4,Am,9,m,5,n,ww,IP,P,P,90,m,0.943853
18,0.497917,3,65,80,9,0.248958,5,0.33125,0.220833,0.164583,0.109722,-0.166667,0.25,2,5,0,-1,-1,0,5,Am,9,m,4,n,ww,P,P,VP,90,m,0.943853
18.5,0.164583,6,64,80,9.25,0.082292,5,0.497917,0.331944,0.164583,0.109722,-0.25,0.083333,2.5,4,0,1,-2,0,4,Am,9,m,5,n,ww,P,VP,R,90,m,0.943853
18.666667,0.164583,2,62,80,9.333333,0.082292,5,0.164583,0.109722,0.164583,0.109722,-0.083333,0.083333,2.666667,2,0,2,-1,0,2,Am,9,m,7,n,ww,VP,R,P,90,m,0.943853
18.833333,0.164583,2,61,80,9.416667,0.082292,5,0.164583,0.109722,0.33125,0.220833,-0.083333,0.083333,2.833333,1,0,1,-8,0,1,Am,9,m,8,n,ww,R,P,SB,90,m,0.993853
19,0.33125,6,53,80,9.5,0.165625,5,0.164583,0.109722,0.33125,0.220833,-0.083333,0,3,5,0,8,4,0,5,Am,9,m,4,n,ww,P,SB,VR,90,m,0.968853
19,0.33125,6,57,80,9.5,0.165625,5,0.33125,0.220833,0.33125,0.220833,0,0,3,9,0,-4,5,0,9,Am,9,m,0,n,ww,SB,VR,IR,90,m,1.056353
19,0.33125,2,62,80,9.5,0.165625,5,0.33125,0.220833,2.997917,1.998611,0,0,3,2,0,-5,-17,0,2,Am,9,m,7,n,ww,VR,IR,P,90,m,1.168853
19,2.997917,6,45,80,9.5,1.498958,5,0.33125,0.220833,0.33125,0.220833,0,0.166667,3,9,5,17,12,0,9,Am,9,m,0,n,ww,IR,P,P,90,f,0.906353
19.333333,0.33125,5,57,80,9.666667,0.165625,5,2.997917,1.998611,0.33125,0.220833,-0.166667,0.166667,3.333333,9,1,-12,2,0,9,Am,9,m,0,n,ww,P,P,P,90,i,1.156353
19.666667,0.33125,4,59,80,9.833333,0.165625,5,0.33125,0.220833,0.33125,0.220833,-0.166667,0.166667,3.666667,11,1,-2,2,0,11,Am,9,m,2,n,ww,P,P,P,90,m,0.956353
20,0.33125,3,61,80,10,0.165625,6,0.33125,0.220833,0.33125,0.220833,-0.166667,0.166667,0,1,1,-2,1,0,1,Am,9,m,8,n,ww,P,P,P,90,m,0.943853
20.333333,0.33125,4,62,80,10.166667,0.165625,6,0.33125,0.220833,0.33125,0.220833,-0.166667,0.166667,0.333333,2,1,-1,2,0,2,Am,9,m,7,n,ww,P,P,P,90,m,0.943853
20.666667,0.33125,3,64,80,10.333333,0.165625,6,0.33125,0.220833,0.33125,0.220833,-0.166667,0.166667,0.666667,4,1,-2,1,0,4,Am,9,m,5,n,ww,P,P,IP,90,m,0.943853
21,0.33125,7,65,80,10.5,0.165625,6,0.33125,0.220833,0.33125,0.220833,-0.166667,0.166667,1,5,0,-1,2,0,5,Am,9,m,4,n,ww,P,IP,P,90,m,0.943853
21.333333,0.33125,3,67,80,10.666667,0.165625,6,0.33125,0.220833,0.33125,0.220833,-0.166667,0.166667,1.333333,7,0,-2,2,0,7,Am,9,m,2,n,ww,IP,P,P,90,m,1.043853
21.666667,0.33125,6,69,80,10.833333,0.165625,6,0.33125,0.220833,0.33125,0.220833,-0.166667,0.166667,1.666667,9,0,-2,-2,0,9,Am,9,m,0,n,ww,P,P,P,90,m,0.881353
22,0.33125,6,67,80,11,0.165625,6,0.33125,0.220833,0.33125,0.220833,-0.166667,0.166667,2,7,0,2,-2,0,7,Am,9,m,2,n,ww,P,P,IP,90,m,0.881353
22.333333,0.33125,3,65,80,11.166667,0.165625,6,0.33125,0.220833,0.33125,0.220833,-0.166667,0.166667,2.333333,5,0,2,-1,0,5,Am,9,m,4,n,ww,P,IP,P,90,m,0.881353
22.666667,0.33125,4,64,80,11.333333,0.165625,6,0.33125,0.220833,0.33125,0.220833,-0.166667,0.166667,2.666667,4,0,1,-2,0,4,Am,9,m,5,n,ww,IP,P,P,90,m,0.881353
23,0.33125,5,62,80,11.5,0.165625,6,0.33125,0.220833,0.33125,0.220833,-0.166667,0.166667,3,2,0,2,2,0,2,Am,9,m,7,n,ww,P,P,IP,90,m,0.906353
23.333333,0.33125,2,64,80,11.666667,0.165625,6,0.33125,0.220833,0.33125,0.220833,-0.166667,0.166667,3.333333,4,0,-2,1,0,4,Am,9,m,5,n,ww,P,IP,P,90,m,0.981353
23.666667,0.33125,6,65,80,11.833333,0.165625,6,0.33125,0.220833,0.497917,0.331944,-0.166667,0.166667,3.666667,5,0,-1,3,0,5,Am,9,m,4,n,ww,IP,P,P,90,m,1.068853
24,0.497917,7,68,80,12,0.248958,7,0.33125,0.220833,0.164583,0.109722,-0.166667,0.25,0,8,0,-3,-3,0,8,Am,9,m,1,n,ww,P,P,VP,90,m,0.881353
24.5,0.164583,2,65,80,12.25,0.082292,7,0.497917,0.331944,0.164583,0.109722,-0.25,0.083333,0.5,5,0,3,-1,0,5,Am,9,m,4,n,ww,P,VP,R,90,m,0.981353
24.666667,0.164583,2,64,80,12.333333,0.082292,7,0.164583,0.109722,0.164583,0.109722,-0.083333,0.083333,0.666667,4,0,1,-2,0,4,Am,9,m,5,n,ww,VP,R,P,90,m,0.943853
24.833333,0.164583,3,62,80,12.416667,0.082292,7,0.164583,0.109722,0.33125,0.220833,-0.083333,0.083333,0.833333,2,0,2,-6,0,2,Am,9,m,7,n,ww,R,P,SB,90,m,0.943853
25,0.33125,4,56,80,12.5,0.165625,7,0.164583,0.109722,0.33125,0.220833,-0.083333,0,1,8,0,6,3,0,8,Am,9,m,1,n,ww,P,SB,VR,90,m,0.906353
25,0.33125,6,59,80,12.5,0.165625,7,0.33125,0.220833,0.33125,0.220833,0,0,1,11,0,-3,5,0,11,Am,9,m,2,n,ww,SB,VR,IR,90,m,0.993853
25,0.33125,2,64,80,12.5,0.165625,7,0.33125,0.220833,2.997917,1.998611,0,0,1,4,0,-5,-19,0,4,Am,9,m,5,n,ww,VR,IR,P,90,f,0.993853
25,2.997917,2,45,80,12.5,1.498958,7,0.33125,0.220833,0.33125,0.220833,0,0.166667,1,9,5,19,14,0,9,Am,9,m,0,n,ww,IR,P,P,90,i,0.968853
25.333333,0.33125,3,59,80,12.666667,0.165625,7,2.997917,1.998611,0.33125,0.220833,-0.166667,0.166667,1.333333,11,1,-14,1,0,11,Am,9,m,2,n,ww,P,P,P,90,i,0.993853
25.666667,0.33125,4,60,80,12.833333,0.165625,7,0.33125,0.220833,0.33125,0.220833,-0.166667,0.166667,1.666667,0,1,-1,2,0,0,Am,9,m,9,n,ww,P,P,P,90,m,0.931353
26,0.33125,2,62,80,13,0.165625,7,0.33125,0.220833,0.33125,0.220833,-0.166667,0.166667,2,2,1,-2,2,0,2,Am,9,m,7,n,ww,P,P,P,90,m,0.968853
26.333333,0.33125,2,64,80,13.166667,0.165625,7,0.33125,0.220833,0.33125,0.220833,-0.166667,0.166667,2.333333,4,1,-2,1,0,4,Am,9,m,5,n,ww,P,P,P,90,m,0.931353
26.666667,0.33125,6,65,80,13.333333,0.165625,7,0.33125,0.220833,0.33125,0.220833,-0.166667,0.166667,2.666667,5,1,-1,3,0,5,Am,9,m,4,n,ww,P,P,IP,90,m,0.931353
27,0.33125,3,68,80,13.5,0.165625,7,0.33125,0.220833,0.33125,0.220833,-0.166667,0.166667,3,8,0,-3,1,0,8,Am,9,m,1,n,ww,P,IP,P,90,m,0.931353
27.333333,0.33125,5,69,80,13.666667,0.165625,7,0.33125,0.220833,0.33125,0.220833,-0.166667,0.166667,3.333333,9,0,-1,2,0,9,Am,9,m,0,n,ww,IP,P,P,90,m,0.931353
27.666667,0.33125,2,71,80,13.833333,0.165625,7,0.33125,0.220833,0.33125,0.220833,-0.166667,0.166667,3.666667,11,0,-2,-2,0,11,Am,9,m,2,n,ww,P,P,P,90,m,0.931353
28,0.33125,6,69,80,14,0.165625,8,0.33125,0.220833,0.33125,0.220833,-0.166667,0.166667,0,9,0,2,-1,0,9,Am,9,m,0,n,ww,P,P,P,90,m,0.931353
28.333333,0.33125,7,68,80,14.166667,0.165625,8,0.33125,0.220833,0.33125,0.220833,-0.166667,0.166667,0.333333,8,0,1,-3,0,8,Am,9,m,1,n,ww,P,P,P,90,m,0.918853
28.666667,0.33125,2,65,80,14.333333,0.165625,8,0.33125,0.220833,0.33125,0.220833,-0.166667,0.166667,0.666667,5,0,3,-1,0,5,Am,9,m,4,n,ww,P,P,P,90,m,0.956353
29,0.33125,4,64,80,14.5,0.165625,8,0.33125,0.220833,0.33125,0.220833,-0.166667,0.166667,1,4,0,1,-2,0,4,Am,9,m,5,n,ww,P,P,IP,90,m,0.956353
29.333333,0.33125,2,62,80,14.666667,0.165625,8,0.33125,0.220833,0.33125,0.220833,-0.166667,0.166667,1.333333,2,0,2,-2,0,2,Am,9,m,7,n,ww,P,IP,P,90,m,0.893853
29.666667,0.33125,3,60,80,14.833333,0.165625,8,0.33125,0.220833,0.33125,0.220833,-0.166667,0.166667,1.666667,0,0,2,-1,0,0,Am,9,m,9,n,ww,IP,P,IP,90,m,0.893853
30,0.33125,4,59,80,15,0.165625,8,0.33125,0.220833,0.33125,0.220833,-0.166667,0.166667,2,11,0,1,1,0,11,Am,9,m,2,n,ww,P,IP,VP,90,m,0.981353
30.333333,0.33125,7,60,80,15.166667,0.165625,8,0.33125,0.220833,0.33125,0.220833,-0.166667,0.166667,2.333333,0,0,-1,2,0,0,Am,9,m,9,n,ww,IP,VP,R,90,m,0.956353
30.666667,0.33125,2,62,80,15.333333,0.165625,8,0.33125,0.220833,0.997917,0.665278,-0.166667,0.166667,2.666667,2,0,-2,-2,0,2,Am,9,m,7,n,ww,VP,R,IP,90,m,0.931353
31,0.997917,2,60,80,15.5,0.498958,8,0.33125,0.220833,0.497917,0.331944,-0.166667,0,3,0,0,2,-15,0,0,Am,9,m,9,n,ww,R,IP,P,90,f,0.931353
31,0.497917,3,45,80,15.5,0.248958,8,0.997917,0.665278,0.164583,0.109722,0,0.25,3,9,0,15,2,0,9,Am,9,m,0,n,ww,IP,P,IP,90,i,0.931353
31.5,0.164583,6,47,80,15.75,0.082292,8,0.497917,0.331944,0.164583,0.109722,-0.25,0.083333,3.5,11,0,-2,-2,0,11,Am,9,m,2,n,ww,P,IP,VP,90,i,1.018853
31.666667,0.164583,3,45,80,15.833333,0.082292,8,0.164583,0.109722,0.164583,0.109722,-0.083333,0.083333,3.666667,9,0,2,-1,0,9,Am,9,m,0,n,ww,IP,VP,IR,90,m,1.106353
31.833333,0.164583,2,44,80,15.916667,0.082292,8,0.164583,0.109722,1.997917,1.331944,-0.083333,0.083333,3.833333,8,0,1,1,0,8,Am,9,m,1,n,ww,VP,IR,P,90,m,1.106353
32,1.997917,7,45,80,16,0.998958,9,0.164583,0.109722,0.33125,0.220833,-0.083333,0.166667,0,9,2,-1,7,0,9,Am,9,m,0,n,ww,IR,P,P,90,m,0.981353
32.333333,0.33125,4,52,80,16.166667,0.165625,9,1.997917,1.331944,0.33125,0.220833,-0.166667,0.166667,0.333333,4,1,-7,2,0,4,Am,9,m,5,n,ww,P,P,P,90,m,1.043853
32.666667,0.33125,3,54,80,16.333333,0.165625,9,0.33125,0.220833,0.33125,0.220833,-0.166667,0.166667,0.666667,6,1,-2,2,0,6,Am,9,m,3,n,ww,P,P,SB,90,m,1.256353
33,0.33125,3,56,80,16.5,0.165625,9,0.33125,0.220833,0.33125,0.220833,-0.166667,0.166667,1,8,0,-2,1,0,8,Am,9,m,1,n,ww,P,SB,VR,90,m,1.143853
33.333333,0.33125,5,57,80,16.666667,0.165625,9,0.33125,0.220833,0.33125,0.220833,-0.166667,0.166667,1.333333,9,0,-1,2,0,9,Am,9,m,0,n,ww,SB,VR,VR,90,m,1.056353
33.666667,0.33125,6,59,80,16.833333,0.165625,9,0.33125,0.220833,0.997917,0.665278,-0.166667,0.166667,1.666667,11,0,-2,-7,0,11,Am,9,m,2,n,ww,VR,VR,R,90,m,1.006353
34,0.997917,2,52,80,17,0.498958,9,0.33125,0.220833,0.997917,0.665278,-0.166667,0,2,4,0,7,8,0,4,Am,9,m,5,n,ww,VR,R,IP,90,m,1.018853
34,0.997917,4,60,80,17,0.498958,9,0.997917,0.665278,0.497917,0.331944,0,0,2,0,0,-8,-17,0,0,Am,9,m,9,n,ww,R,IP,P,90,f,1.068853
34,0.497917,7,43,80,17,0.248958,9,0.997917,0.665278,0.164583,0.109722,0,0.25,2,7,0,17,2,0,7,Am,9,m,2,n,ww,IP,P,IP,90,i,0.981353
